   0.0000000000000000e+00   0.0000000000000000e+00
   5.3738915939569374e+00   6.3618637540440602e+01
   6.3618637540440602e+01   1.3046973078169390e+01
   1.3046973078169390e+01   1.9855425046430450e-01
   1.9855425046430450e-01   4.0645938124040036e+01
   4.0645938124040036e+01   5.1485981099748031e+01
   5.1485981099748031e+01   4.3374552558499502e+01
   4.3374552558499502e+01   4.5281562879087247e+01
   4.5281562879087247e+01   2.7463150250716057e+00
   2.7463150250716057e+00   1.4474370875027732e+01
   1.4474370875027732e+01   1.1315477286246374e+01
   1.1315477286246374e+01   4.5754482851554819e+01
   4.5754482851554819e+01   5.5322642799493815e+00
   5.5322642799493815e+00   5.7591653368222723e+01
   5.7591653368222723e+01   2.6204793895415303e+01
   2.6204793895415303e+01   4.0625025999634914e+01
   4.0625025999634914e+01   4.0829855237236423e+01
   4.0829855237236423e+01   4.1050012784912120e+01
   4.1050012784912120e+01   4.1182179063391764e+01
   4.1182179063391764e+01   4.1279422867913524e+01
   4.1279422867913524e+01   4.1357319558185111e+01
   4.1357319558185111e+01   4.1418253388560487e+01
   4.1418253388560487e+01   4.1478445465878920e+01
   4.1478445465878920e+01   4.1530533118931409e+01
   4.1530533118931409e+01   4.1582387601621306e+01
   4.1582387601621306e+01   4.1625835235482455e+01
   4.1625835235482455e+01   4.1677167441970298e+01
   4.1677167441970298e+01   4.1733381385458650e+01
   4.1733381385458650e+01   4.1797996683877770e+01
   4.1797996683877770e+01   4.1871948773525745e+01
   4.1871948773525745e+01   4.1966381057975624e+01
   4.1966381057975624e+01   4.2090049386002711e+01
   4.2090049386002711e+01   4.2272342716202544e+01
   4.2272342716202544e+01   4.2563347157738995e+01
   4.2563347157738995e+01   4.3128422730605728e+01
   4.3128422730605728e+01   4.4672746806110041e+01
   4.4672746806110041e+01   5.7799781615687529e+01
   5.7799781615687529e+01   2.5728421375673037e+01
   2.5728421375673037e+01   3.8751522233720785e+01
   3.8751522233720785e+01   4.0464899341690540e+01
   4.0464899341690540e+01   4.0874161904281550e+01
   4.0874161904281550e+01   4.1074407438399106e+01
   4.1074407438399106e+01   4.1201268584871151e+01
   4.1201268584871151e+01   4.1293931754388815e+01
   4.1293931754388815e+01   4.1367875792305924e+01
   4.1367875792305924e+01   4.1434923564790751e+01
   4.1434923564790751e+01   4.1490332413961816e+01
   4.1490332413961816e+01   4.1540533341525830e+01
   4.1540533341525830e+01   4.1584017549559711e+01
   4.1584017549559711e+01   4.1635489778148809e+01
   4.1635489778148809e+01   4.1686968234934220e+01
   4.1686968234934220e+01   4.1745617225339437e+01
   4.1745617225339437e+01   4.1809050247990470e+01
   4.1809050247990470e+01   4.1886733663893814e+01
   4.1886733663893814e+01   4.1986051387137373e+01
