   6.4556394152999996e-01   5.3738915939569374e+00
   1.5673288620196801e+00   6.3618637540440602e+01
   2.0695855036883590e+00   1.3046973078169390e+01
   2.7786429955797658e+00   1.9855425046430450e-01
   3.2932392407151521e+00   4.0645938124040036e+01
   4.1803406162330266e+00   5.1485981099748031e+01
   4.7304046481304942e+00   4.3374552558499502e+01
   5.8703367359801231e+00   4.5281562879087247e+01
   6.7501001279247506e+00   2.7463150250716057e+00
   7.2714165702370854e+00   1.4474370875027732e+01
   7.8564978057293926e+00   1.1315477286246374e+01
   8.7307956592867644e+00   4.5754482851554819e+01
   9.5843527085573275e+00   5.5322642799493815e+00
   1.0481369526503887e+01   5.7591653368222723e+01
   1.0990127117711227e+01   2.6204793895415303e+01
   1.1580415811091097e+01   4.0625025999634914e+01
   1.2712378144801663e+01   4.0829855237236423e+01
   1.3845477346317718e+01   4.1050012784912120e+01
   1.4979075976066836e+01   4.1182179063391764e+01
   1.6111783762787599e+01   4.1279422867913524e+01
   1.7244149582790222e+01   4.1357319558185111e+01
   1.8377522333963686e+01   4.1418253388560487e+01
   1.9509587354050094e+01   4.1478445465878920e+01
   2.0642412424773880e+01   4.1530533118931409e+01
   2.1775129513714944e+01   4.1582387601621306e+01
   2.2908837949687246e+01   4.1625835235482455e+01
   2.4042030732377068e+01   4.1677167441970298e+01
   2.5175076286613947e+01   4.1733381385458650e+01
   2.6307811885117722e+01   4.1797996683877770e+01
   2.7441381962676477e+01   4.1871948773525745e+01
   2.8574295826766651e+01   4.1966381057975624e+01
   2.9708035328390149e+01   4.2090049386002711e+01
   3.0841073189711430e+01   4.2272342716202544e+01
   3.1975252132475084e+01   4.2563347157738995e+01
   3.3110662016427092e+01   4.3128422730605728e+01
   3.4249027026940425e+01   4.4672746806110041e+01
   3.5429811670745970e+01   5.7799781615687529e+01
   3.5937146881634199e+01   2.5728421375673037e+01
   3.6523600178578718e+01   3.8751522233720785e+01
   3.7659253757429660e+01   4.0464899341690540e+01
   3.8792311323915762e+01   4.0874161904281550e+01
   3.9925373557649252e+01   4.1074407438399106e+01
   4.1058480745147307e+01   4.1201268584871151e+01
   4.2191133443506168e+01   4.1293931754388815e+01
   4.3323718293578430e+01   4.1367875792305924e+01
   4.4455924014669627e+01   4.1434923564790751e+01
   4.5588732742345677e+01   4.1490332413961816e+01
   4.6721686855489253e+01   4.1540533341525830e+01
   4.7855555243512860e+01   4.1584017549559711e+01
   4.8988075575801886e+01   4.1635489778148809e+01
   5.0121283989843391e+01   4.1686968234934220e+01
   5.1254033496400830e+01   4.1745617225339437e+01
   5.2387574430725927e+01   4.1809050247990470e+01
   5.3520803896732225e+01   4.1886733663893814e+01
