   5.4653640541658767e+01   4.1986051387137373e+01
   5.5787255204634590e+01   4.2117080790945700e+01
   5.6920225039200808e+01   4.2316725146686345e+01
   5.8055363412145830e+01   4.2632861883280349e+01
   5.9190070622435286e+01   4.3290503827440837e+01
   6.0330404237755189e+01   4.5247501878824238e+01
   6.1212331118704270e+01   2.5358220916303211e+00
   6.1730428164845421e+01   1.5638711836189586e+01
   6.2310311246775044e+01   1.5157340650762347e+01
   6.2894913555697336e+01   8.7057459675493885e+00
   6.3746022166200412e+01   4.0020871944725826e+01
   6.4878856690212487e+01   4.0730170282530835e+01
   6.6012008912748414e+01   4.0996530329407506e+01
   6.7144600668386246e+01   4.1154124840842456e+01
   6.8278356090614167e+01   4.1253353450318230e+01
   6.9411070624067094e+01   4.1334456791707851e+01
   7.0543484498926105e+01   4.1402957149482951e+01
   7.1676291692123783e+01   4.1460852848691282e+01
   7.2809075281123668e+01   4.1514118350396188e+01
   7.3941733595004877e+01   4.1566577089226811e+01
   7.5075488178942720e+01   4.1610459581514903e+01
   7.6207744568937628e+01   4.1665964353724220e+01
   7.7340610642292049e+01   4.1722211773937111e+01
   7.8474570609676917e+01   4.1777131397803039e+01
   7.9606836272551959e+01   4.1853931801793607e+01
   8.0740021042836403e+01   4.1941554985623547e+01
   8.1873633630302464e+01   4.2052410616068173e+01
   8.3006933076109661e+01   4.2214760664321858e+01
   8.4141662448121764e+01   4.2457659710354804e+01
   8.5276524338025339e+01   4.2911131980306585e+01
   8.6412608811738309e+01   4.4002041802018802e+01
   8.7563850234395815e+01   4.9126278181987729e+01
   8.8157939471390321e+01   5.5942736262608015e+01
   8.8674557838251715e+01   3.0114986239326960e+01
   8.9539544604440238e+01   2.2408584872565246e+01
   9.0164172349723728e+01   4.8100281542366176e+01
   9.0856432117554306e+01   7.5956869791004351e+01
   9.1598688162359906e+01   1.7976700447134778e+01
   9.2168684255325047e+01   1.5818628610823449e+01
   9.2747641902975133e+01   1.0527486542903402e+01
   9.3610762675901483e+01   4.2453295891593406e+01
   9.4745585028934968e+01   4.2905597922103162e+01
   9.5881742818012725e+01   4.3986059795969773e+01
   9.7032066091576795e+01   4.9005357317293615e+01
   9.7631678852077727e+01   5.7019697583250554e+01
   9.8142167874157082e+01   2.7526443439036367e+01
   9.8746583497221252e+01   4.6697859305754641e+01
   9.9577586985453920e+01   1.1026705351473570e+01
   1.0047318116353979e+02   5.0354401296529048e+01
   1.0103949005291366e+02   4.8217456433556904e+01
   1.0169681274390214e+02   6.9768467804191729e+01
   1.0247841351901413e+02   3.9511730737168683e+01
   1.0361394988018708e+02   4.0620276348920690e+01
   1.0474598424375215e+02   4.0947808836510546e+01
   1.0587988607039608e+02   4.1114924017301504e+01
   1.0701200788620828e+02   4.1232991663598064e+01
   1.0814485857346462e+02   4.1318419685309934e+01
   1.0927731182072561e+02   4.1391094974178657e+01
   1.1041058441796815e+02   4.1446470740612000e+01
   1.1154338299953932e+02   4.1500446051790981e+01
   1.1267597905114974e+02   4.1553535158558233e+01
   1.1380973924898056e+02   4.1598097469914670e+01
   1.1494182465654775e+02   4.1653897506336456e+01
   1.1607477686408579e+02   4.1707981409610099e+01
   1.1720773058534012e+02   4.1768249902433070e+01
   1.1834140895655018e+02   4.1831155336008138e+01
   1.1947483526199736e+02   4.1912529542375658e+01
   1.2060782094394854e+02   4.2020110098020560e+01
   1.2174131945286317e+02   4.2165744444670615e+01
   1.2287569967995158e+02   4.2383993271744082e+01
   1.2400917553501309e+02   4.2774429964840920e+01
   1.2514609869824694e+02   4.3614171213822310e+01
   1.2628887780950585e+02   4.6715962349049555e+01
   1.2711921437687310e+02   1.1353007654985889e+01
   1.2803006667163115e+02   5.4476767343583333e+01
   1.2855403349493352e+02   3.3891383500726320e+01
   1.2971547548878314e+02   4.6151231745374901e+01
   1.3055711100264051e+02   7.7532232724620940e+00
   1.3141087457578899e+02   4.0429064534277970e+01
   1.3254427815389556e+02   4.0860016405420950e+01
   1.3367717639057912e+02   4.1068132516500476e+01
   1.3481070471859920e+02   4.1194733527510557e+01
   1.3594359808096485e+02   4.1288650276805640e+01
   1.3707618844475667e+02   4.1363010745206914e+01
   1.3820847226272892e+02   4.1428583919842730e+01
   1.3934147998506725e+02   4.1482472538144151e+01
   1.4047413657340948e+02   4.1535654681782461e+01
   1.4160679995609445e+02   4.1588012148234014e+01
   1.4274047923066252e+02   4.1631720743931488e+01
   1.4387347933535301e+02   4.1683922751530638e+01
   1.4500645756686879e+02   4.1741049207222282e+01
   1.4613912518233141e+02   4.1808625758521949e+01
   1.4727262710813963e+02   4.1882851681850632e+01
   1.4840570775699493e+02   4.1980514641782747e+01
   1.4953909926273968e+02   4.2109994513755154e+01
